Agent_Age,Agent_Rating,Distance_km,Pickup_Lag_min,Hour,DayOfWeek,Weather_enc,Traffic_enc,Vehicle_enc,Area_enc,Category_enc,Delivery_Time
31,4.0,12.42069253996503,1873450.0,23.0,5.0,3,2,0,1,6,175
39,4.8,6.081185877714606,1863375.0,14.0,5.0,0,0,0,1,0,135
27,4.8,1.572533729286321,1909450.0,8.0,1.0,0,2,0,1,4,75
32,5.0,7.683355299930933,1877775.0,21.0,2.0,3,1,1,0,6,135
32,4.5,7.568033295671673,1912325.0,17.0,6.0,1,3,0,1,8,150
39,4.1,10.564540523828974,1851850.0,18.0,6.0,0,3,0,1,14,160
36,4.8,1.5323350156090414,1860485.0,10.0,0.0,1,2,2,1,0,125
37,4.1,4.65713301884333,1869135.0,17.0,1.0,5,3,0,1,1,190
37,4.8,9.054052950169497,1853285.0,21.0,5.0,4,1,1,1,7,130
38,3.7,16.853347148215086,1854730.0,20.0,4.0,1,1,0,1,1,155
28,4.7,3.0182264849996012,1889295.0,11.0,1.0,1,0,1,1,6,140
34,3.8,16.852118690780628,1876335.0,18.0,3.0,1,3,1,1,6,155
32,4.9,17.074904296042025,1851850.0,23.0,6.0,3,2,0,1,15,145
22,4.7,8.937527873529229,1874885.0,23.0,4.0,5,2,0,0,13,85
31,4.0,13.620357163029361,1910890.0,17.0,0.0,5,3,0,1,15,225
27,4.0,12.434585525064866,1848975.0,19.0,1.0,2,3,0,1,6,170
29,4.9,17.137487720369517,1861930.0,19.0,6.0,5,1,1,1,9,120
38,4.8,9.348325936764454,1850415.0,21.0,0.0,2,1,0,1,6,220
35,4.8,7.601874226722028,1844655.0,20.0,4.0,3,1,0,1,15,180
31,4.9,4.657654937060173,1841765.0,20.0,6.0,0,1,0,1,1,140
30,4.3,13.970007989574006,1882085.0,18.0,6.0,5,3,1,1,7,185
24,4.9,9.435201537430714,1841765.0,18.0,6.0,4,3,0,0,10,10
33,4.8,13.830053479838845,1876335.0,23.0,3.0,1,2,0,0,2,115
29,4.6,10.278596687703995,1905135.0,23.0,4.0,2,2,0,1,10,22
38,4.6,6.117761953594232,1866250.0,12.0,3.0,1,0,1,1,4,130
26,4.9,9.056095962462345,1872005.0,20.0,6.0,2,1,0,1,3,170
39,4.8,6.29013467763468,1866255.0,15.0,3.0,2,3,1,1,3,130
24,4.5,17.29786575291325,1867685.0,23.0,2.0,4,2,0,1,10,21
34,4.2,9.193093962702912,1860490.0,22.0,0.0,1,2,0,1,1,140
26,4.7,8.942954308598226,1877770.0,22.0,2.0,5,2,0,1,10,14
35,4.7,6.050551152462876,1886405.0,15.0,3.0,3,3,0,1,6,85
36,4.2,4.657579589646204,1844645.0,18.0,4.0,2,3,0,1,1,185
24,2.6,16.660108123693192,1837455.0,22.0,2.0,0,2,0,1,4,210
33,4.3,16.826241648658115,1843210.0,17.0,5.0,3,3,0,1,12,170
26,4.6,16.787888950840177,1910895.0,18.0,0.0,5,3,0,1,14,125
32,5.0,17.074256778794595,1884975.0,19.0,4.0,5,1,1,0,6,150
37,4.9,13.403654333869842,1861935.0,19.0,6.0,4,1,0,1,15,240
26,4.9,20.285402098849676,1912325.0,23.0,5.0,1,2,1,1,8,90
31,4.8,20.253518127453113,1851845.0,23.0,6.0,1,2,1,1,14,140
37,4.6,13.9707596607468,1876325.0,17.0,3.0,1,3,0,0,8,130
26,4.7,16.827472773146095,1882095.0,21.0,6.0,0,1,1,0,15,80
37,4.8,4.537571350180709,1880645.0,20.0,0.0,3,1,0,1,4,125
22,4.6,20.44292976252901,1840330.0,20.0,0.0,0,1,0,1,2,110
21,4.4,4.560926278066122,1841775.0,22.0,6.0,5,2,0,1,10,15
22,4.0,1.5524082366562466,1872010.0,9.0,6.0,2,2,0,0,10,28
38,4.5,1.5524171512659315,1850405.0,10.0,0.0,5,2,0,0,5,100
28,4.0,6.2086819840397665,1869135.0,13.0,1.0,1,0,0,1,6,160
29,4.7,20.44292976252901,1840325.0,20.0,0.0,2,1,1,0,11,85
31,4.9,6.0589191822901425,1850415.0,12.0,0.0,3,0,0,1,6,190
24,4.8,3.0405702571576674,1889290.0,8.0,1.0,3,2,1,1,15,70
33,4.8,6.29013467763468,1872015.0,15.0,6.0,5,3,0,1,7,130
26,4.9,13.788957415778517,1843205.0,19.0,5.0,2,1,0,1,3,150
20,4.7,7.790401204068506,1869135.0,19.0,1.0,3,1,1,1,11,145
29,4.8,19.762382255532906,1837445.0,22.0,2.0,5,2,1,0,10,12
32,4.0,10.867366120252031,1857605.0,18.0,2.0,5,3,0,0,2,245
20,4.9,16.659917302375398,1854730.0,17.0,4.0,4,3,0,1,1,210
26,5.0,10.867138302160432,1851855.0,19.0,6.0,2,3,2,0,15,120
38,4.8,16.72115728076054,1854730.0,20.0,4.0,3,1,0,1,6,230
34,4.6,6.176576611953425,1906565.0,13.0,3.0,2,0,2,0,10,27
27,4.5,2.9795000083819434,1841765.0,8.0,6.0,1,2,0,1,7,65
29,5.0,10.593374354489852,1913775.0,20.0,5.0,5,1,0,1,0,125
24,4.9,19.76106632827125,1840335.0,19.0,0.0,5,1,0,0,5,120
21,4.9,1.5125847685793798,1883535.0,8.0,5.0,3,2,0,1,7,60
33,4.4,1.465185811091463,1912335.0,9.0,6.0,5,2,0,1,0,120
35,4.7,9.055898607912091,1889290.0,21.0,1.0,2,1,0,1,10,29
35,4.7,12.46418980459368,1846085.0,23.0,3.0,1,2,1,1,13,90
29,4.8,10.707345040408097,1837450.0,23.0,2.0,3,2,0,1,10,23
21,4.9,12.256076445468295,1857605.0,23.0,2.0,5,2,0,1,15,95
29,4.6,17.078934089494954,1840325.0,21.0,0.0,5,1,0,0,13,145
22,4.7,13.973206773137713,1861935.0,20.0,6.0,0,1,0,1,3,120
24,4.4,11.90494293616778,1905135.0,20.0,4.0,3,1,1,1,4,200
23,4.9,1.5544659606035225,1874895.0,11.0,4.0,1,0,1,1,14,110
27,4.6,1.5522933461661421,1872005.0,11.0,6.0,5,0,1,0,4,60
33,4.1,12.464528059716372,1876325.0,18.0,3.0,2,3,0,1,8,215
35,4.6,16.90249592854745,1887855.0,18.0,2.0,5,3,1,1,9,130
21,4.7,4.674318760489487,1856175.0,17.0,3.0,5,3,1,1,7,135
39,4.4,13.96960642768458,1857610.0,22.0,2.0,4,2,0,1,1,175
34,4.8,7.761160094160204,1853285.0,22.0,5.0,5,2,1,1,2,135
29,4.9,6.081389116676368,1869135.0,12.0,1.0,3,0,0,0,3,135
20,4.7,3.0597099613184353,1863365.0,8.0,5.0,4,2,1,1,5,85
20,4.8,11.007734763744617,1913775.0,22.0,5.0,2,2,0,0,3,85
30,4.7,9.054052950169497,1854735.0,23.0,3.0,0,2,0,1,3,75
37,4.7,19.087110814122536,1913770.0,21.0,5.0,4,1,1,1,13,195
39,4.6,4.537860442229041,1869130.0,20.0,1.0,1,1,0,3,0,125
26,5.0,16.903843893839564,1840325.0,17.0,0.0,0,3,0,1,15,90
32,4.9,12.580267822400963,1905130.0,17.0,4.0,3,3,0,0,7,240
21,4.7,13.787860239172547,1876330.0,23.0,3.0,4,2,1,1,2,140
35,4.8,3.105133735234752,1872005.0,10.0,6.0,2,2,1,1,1,145
39,4.6,4.527261449200724,1874895.0,18.0,4.0,2,3,0,0,11,160
39,5.0,20.183799025948787,1887845.0,23.0,2.0,3,2,0,1,12,205
27,4.9,10.92420466208724,1905130.0,21.0,4.0,3,1,0,1,8,195
33,4.8,4.65694538594946,1880645.0,18.0,0.0,4,3,1,1,15,80
33,4.8,19.976712110350487,1876330.0,21.0,3.0,4,1,0,1,1,240
37,4.7,10.868263117988388,1837455.0,17.0,2.0,3,3,0,1,8,200
20,4.6,3.116253656338934,1886410.0,8.0,3.0,1,2,0,0,12,55
20,4.6,12.580267822400963,1913770.0,22.0,5.0,0,1,0,0,12,95
31,4.2,10.724879289478304,1876325.0,21.0,3.0,3,1,1,0,15,175
27,4.6,3.1161417126181274,1880650.0,11.0,0.0,0,0,2,1,7,80
37,4.9,7.573467821949914,1877775.0,17.0,2.0,4,3,1,0,5,75
34,4.4,7.762944133594541,1883535.0,21.0,5.0,1,1,1,0,0,155
25,4.7,9.348114492434787,1866250.0,22.0,3.0,4,2,0,0,4,55
37,4.7,7.631511903978476,1906570.0,22.0,3.0,3,2,0,0,0,110
23,4.7,10.923744986168584,1910895.0,22.0,0.0,1,2,1,3,11,80
27,5.0,6.217824017922212,1883525.0,15.0,5.0,4,0,0,1,14,120
36,4.7,3.073618468414786,1874895.0,10.0,4.0,3,2,2,0,0,80
30,4.3,20.853653606522474,1864810.0,19.0,4.0,5,1,0,3,0,210
20,4.9,1.572533729286321,1915215.0,11.0,4.0,3,0,0,1,7,155
28,4.7,10.906379593113723,1870575.0,21.0,0.0,4,1,1,1,12,155
36,4.0,3.145067434621583,1847530.0,10.0,2.0,5,2,0,1,0,165
20,4.7,7.761839422154042,1866245.0,23.0,3.0,1,2,1,1,12,80
22,4.7,16.85361872985359,1837450.0,23.0,2.0,5,2,0,1,2,80
28,4.7,17.0970739431768,1854730.0,18.0,4.0,2,3,0,1,7,125
34,4.8,1.5202925485985417,1838885.0,8.0,1.0,3,2,2,1,1,90
25,4.8,16.660108123693192,1870575.0,18.0,0.0,5,3,1,1,4,130
38,5.0,7.631520637738293,1909455.0,21.0,1.0,2,1,1,1,11,170
34,3.5,11.917680464391145,1846085.0,17.0,3.0,5,3,0,1,9,160
24,4.9,16.659979129063025,1861925.0,19.0,6.0,5,1,0,1,6,110
33,4.6,13.58308621493501,1873450.0,21.0,5.0,5,1,0,0,14,250
21,4.6,3.0270968572420225,1906565.0,11.0,3.0,1,0,1,0,4,80
25,4.6,9.081116432461174,1909450.0,17.0,1.0,1,3,0,1,14,115
23,4.9,6.0588489445304,1838885.0,14.0,1.0,5,0,0,1,4,95
34,4.9,7.325299567377126,1906575.0,22.0,3.0,1,2,0,1,14,125
25,4.7,10.757050667280428,1846085.0,18.0,3.0,4,3,1,1,6,185
28,4.9,13.481328211108043,1913765.0,22.0,5.0,2,2,2,1,8,50
34,3.7,16.85208641567295,1851850.0,21.0,6.0,1,1,1,1,1,170
24,4.5,16.381598593369365,1879210.0,23.0,1.0,1,2,1,1,1,70
31,5.0,9.314044193379946,1850405.0,20.0,0.0,3,1,0,3,4,130
38,4.6,9.17624749258827,1860490.0,20.0,0.0,2,1,1,1,9,150
32,4.8,13.216577965789572,1908015.0,17.0,2.0,0,3,0,1,5,85
28,5.0,13.735953712154569,1910895.0,18.0,0.0,2,3,0,1,4,145
29,4.5,13.406000552536867,1846090.0,19.0,3.0,4,3,0,1,10,37
28,4.8,20.177742451194362,1867690.0,19.0,2.0,2,1,2,1,0,115
39,4.8,7.771834302405086,1883530.0,21.0,5.0,5,1,0,1,15,150
39,4.8,11.007734763744617,1873455.0,20.0,5.0,5,1,1,1,9,145
26,4.8,3.025332706173566,1853290.0,9.0,5.0,5,2,1,1,6,70
33,4.8,4.539068203248638,1856170.0,23.0,3.0,1,2,2,1,15,140
37,4.9,4.494246018081997,1915215.0,20.0,4.0,2,1,1,1,8,135
24,4.6,14.022476786450992,1851845.0,23.0,6.0,2,2,0,1,0,80
36,5.0,12.209917964427529,1910885.0,19.0,0.0,2,1,0,1,3,215
22,4.7,13.631282080461874,1884965.0,17.0,4.0,4,3,0,1,0,220
21,4.6,4.610613705052655,1847525.0,18.0,2.0,1,3,0,1,12,110
29,5.0,7.60136893811491,1860490.0,22.0,0.0,5,2,1,0,0,80
33,4.7,3.1051314775458967,1838885.0,8.0,1.0,4,2,1,1,2,90
27,4.1,3.0188284633848217,1874885.0,10.0,4.0,1,2,0,1,2,80
30,4.2,10.641490945494409,1837445.0,19.0,2.0,3,1,0,1,5,230
22,4.8,12.580267822400963,1837450.0,18.0,2.0,0,3,0,1,7,130
20,4.9,10.906379593113723,1843205.0,17.0,5.0,1,3,1,0,15,85
31,4.4,10.867434750937747,1873445.0,20.0,5.0,2,1,0,1,1,220
36,4.6,4.561267998364189,1850410.0,19.0,0.0,4,3,1,1,5,85
39,4.9,11.917680464391145,1870570.0,21.0,0.0,5,1,0,0,6,215
32,4.7,16.903235903519843,1846095.0,22.0,3.0,4,2,0,1,10,41
23,4.2,11.007734763744617,1867690.0,18.0,2.0,5,3,0,1,9,170
30,3.8,12.161642370389037,1864810.0,20.0,4.0,5,1,1,1,15,200
26,4.7,3.0249963435107836,1883525.0,8.0,5.0,5,2,1,0,14,80
21,4.9,1.5204319193295497,1872010.0,11.0,6.0,1,0,0,0,7,65
23,4.6,4.674341511234465,1860495.0,18.0,0.0,1,3,1,1,12,145
22,4.9,3.0405372416448646,1886410.0,11.0,3.0,2,0,0,1,3,120
39,4.5,4.5611524272563715,1847530.0,18.0,2.0,3,3,0,1,11,80
32,4.1,7.760937776419092,1856165.0,20.0,3.0,1,1,1,1,10,34
25,4.7,16.388699354723066,1854735.0,19.0,4.0,1,1,0,1,9,100
30,5.0,6.081440911759754,1847535.0,14.0,2.0,4,0,0,1,8,140
25,4.8,20.182482607604513,1848975.0,17.0,1.0,4,3,1,1,11,150
26,4.7,14.022136830289478,1837455.0,22.0,2.0,1,2,1,1,15,70
30,4.6,6.232177403679017,1860485.0,14.0,0.0,5,0,0,0,2,150
31,4.3,2.97659809337445,1915215.0,9.0,4.0,5,2,0,1,7,125
33,4.8,12.100079055614344,1864810.0,23.0,4.0,0,2,0,1,12,140
20,5.0,9.177484636525243,1869125.0,23.0,1.0,0,2,1,1,12,85
36,4.3,20.20634489518928,1861935.0,19.0,6.0,5,1,1,0,4,165
20,4.9,13.789707457540985,1864815.0,17.0,4.0,2,3,0,1,11,180
38,4.1,14.15280068944862,1908010.0,20.0,2.0,2,1,1,1,2,190
37,4.7,9.087937068015972,1874890.0,21.0,4.0,3,1,0,1,0,125
28,5.0,16.38489468676721,1837445.0,19.0,2.0,4,1,1,1,1,200
39,3.5,12.419724873245404,1867685.0,22.0,2.0,3,2,0,0,13,160
31,4.0,12.29378731203682,1837455.0,21.0,2.0,3,1,1,1,0,210
30,4.9,7.683177078354373,1883525.0,23.0,5.0,0,2,0,0,1,135
27,4.9,13.621549892287803,1905130.0,21.0,4.0,2,1,0,1,13,125
30,4.9,7.660957436559021,1864815.0,23.0,3.0,2,2,0,1,8,120
29,4.5,20.183799025948787,1864805.0,20.0,4.0,3,1,1,0,8,150
35,4.5,19.34348721744278,1905125.0,22.0,4.0,5,2,0,1,0,110
34,4.9,3.025656084205931,1844655.0,12.0,4.0,5,0,0,1,2,155
37,4.8,12.463861442061555,1887845.0,22.0,2.0,1,2,1,1,12,80
34,4.9,4.469223038792308,1853285.0,20.0,5.0,0,1,0,1,7,125
31,4.9,3.145067434621583,1880650.0,11.0,0.0,3,2,1,1,10,16
23,4.1,9.22014751541987,1847525.0,20.0,2.0,4,1,2,1,9,160
29,4.7,7.562950099273998,1844650.0,18.0,4.0,0,3,0,1,13,100
20,4.9,3.145067434621583,1841770.0,8.0,6.0,1,2,0,0,4,55
26,4.1,9.192119121311745,1874895.0,23.0,4.0,2,2,0,0,8,105
34,4.5,12.580267822400963,1837445.0,19.0,2.0,3,1,0,0,11,220
34,4.9,7.631520637738293,1915215.0,23.0,4.0,4,2,0,1,6,95
21,4.7,4.595940524023754,1850405.0,19.0,0.0,1,1,1,1,13,55
35,4.6,10.906470984869689,1837450.0,23.0,2.0,5,2,0,0,9,115
20,4.7,16.384324359677578,1873445.0,22.0,5.0,1,2,2,1,12,60
24,4.1,19.88431857497891,1848975.0,20.0,1.0,3,1,2,1,9,195
25,4.5,6.210543032489626,1869125.0,14.0,1.0,5,0,1,0,11,80
22,4.8,4.589965403039351,1863365.0,22.0,5.0,3,2,1,0,3,85
38,4.7,13.580373876280879,1870570.0,18.0,0.0,5,3,0,0,2,120
29,4.3,6.210605364096597,1847535.0,12.0,2.0,3,0,1,0,13,165
24,4.8,17.078934089494954,1848975.0,18.0,1.0,2,3,1,0,14,145
36,4.8,20.555166462971748,1905135.0,17.0,4.0,4,3,0,1,10,42
31,4.7,7.447061074885405,1877765.0,22.0,2.0,5,2,2,1,6,140
20,4.8,4.663344843093785,1877770.0,20.0,2.0,4,1,1,1,12,125
25,4.6,7.550439931734059,1915205.0,18.0,4.0,0,3,1,1,9,80
23,5.0,17.078665498349437,1856170.0,23.0,2.0,2,2,1,0,10,11
39,4.7,7.447061074885405,1847535.0,18.0,2.0,3,3,0,0,13,170
21,4.7,17.097896810816284,1884975.0,18.0,4.0,3,3,0,1,13,175
32,4.7,6.050486021641428,1889285.0,16.0,1.0,1,3,1,1,2,125
36,4.9,19.618645096414927,1854725.0,20.0,4.0,0,1,0,1,15,75
38,4.8,10.906324615073057,1887845.0,20.0,2.0,3,1,0,1,14,245
34,4.3,17.077999100718277,1848970.0,18.0,1.0,2,3,0,1,2,175
23,2.5,16.721288103917214,1860495.0,23.0,6.0,0,2,0,1,15,170
32,3.6,20.206804295781904,1837445.0,20.0,2.0,1,1,1,0,2,195
31,4.8,1.5524082366562466,1860495.0,9.0,0.0,4,2,0,1,10,26
22,4.6,12.435005114517457,1840335.0,19.0,0.0,0,1,0,1,12,55
34,3.9,12.435256015114375,1876330.0,22.0,3.0,3,2,2,1,3,165
39,4.8,19.617824561450774,1864805.0,21.0,4.0,3,1,0,1,0,235
21,5.0,11.923472540743209,1876330.0,23.0,3.0,3,2,0,1,9,125
34,3.9,13.830709083522443,1848965.0,23.0,1.0,4,2,1,1,15,185
28,4.9,12.417003842687146,1887850.0,18.0,2.0,5,3,0,1,14,75
34,4.9,1.5204696675466998,1860485.0,8.0,0.0,5,2,0,1,5,100
21,4.7,20.18126391655723,1857610.0,19.0,2.0,2,1,0,1,1,145
30,4.6,3.025061641856169,1850415.0,11.0,0.0,4,0,2,0,6,150
36,5.0,9.348403522662325,1889290.0,22.0,1.0,4,2,1,0,7,80
25,4.5,1.5318406299867455,1886410.0,8.0,3.0,3,2,0,0,5,120
38,4.3,17.078028601490022,1887855.0,19.0,2.0,0,1,1,1,12,155
24,5.0,6.118745338337485,1841775.0,13.0,6.0,0,0,1,0,4,60
31,4.0,9.435201537430714,1860495.0,17.0,0.0,2,3,0,1,12,170
31,4.7,12.116895848186626,1851845.0,18.0,6.0,0,3,2,1,12,145
27,4.6,10.756961091860271,1843205.0,19.0,5.0,0,1,0,1,4,65
23,4.8,3.105091096509636,1869130.0,10.0,1.0,4,2,0,0,7,55
25,4.7,20.182728114832916,1861925.0,17.0,6.0,2,3,1,0,6,115
38,4.5,1.5127140854704322,1850405.0,8.0,0.0,5,2,2,1,11,120
32,4.8,12.463883024166657,1851850.0,17.0,6.0,0,3,0,0,9,130
22,4.3,10.429850454296803,1864810.0,19.0,4.0,1,1,0,1,4,180
35,4.9,4.544194013501194,1863375.0,20.0,5.0,2,1,1,1,6,155
35,4.1,17.09838855662463,1887855.0,17.0,2.0,2,3,0,1,13,230
34,4.8,9.435201537430714,1915210.0,18.0,4.0,0,3,1,1,4,90
22,3.5,10.725566076623075,1854730.0,23.0,4.0,0,2,0,1,12,165
28,4.9,7.762635434587253,1880645.0,17.0,0.0,1,3,1,1,11,120
35,3.6,10.564540523828974,1840335.0,22.0,0.0,4,2,0,0,4,170
38,4.8,9.059751696610585,1915210.0,0.0,4.0,4,2,1,0,2,85
31,5.0,9.177484636525243,1863365.0,22.0,5.0,4,2,0,1,14,140
26,5.0,4.494166054627451,1906575.0,22.0,3.0,3,2,1,1,1,50
36,4.4,17.074806111801863,1867690.0,17.0,2.0,3,3,0,0,14,155
26,4.6,4.674173521866281,1844655.0,19.0,4.0,1,1,0,1,11,160
38,4.1,20.506954885363346,1910885.0,20.0,0.0,4,1,1,3,5,205
25,4.3,13.405918573024547,1879205.0,18.0,1.0,3,3,1,1,3,185
25,5.0,1.5525569843004514,1866250.0,12.0,3.0,3,0,1,0,15,160
30,4.7,12.580267822400963,1910890.0,17.0,0.0,2,3,0,0,0,120
33,4.2,3.1046911695399038,1847530.0,11.0,2.0,3,0,1,1,12,195
39,4.9,12.463937409087931,1840325.0,17.0,0.0,1,3,0,1,5,130
34,4.5,4.663432201620595,1841765.0,20.0,6.0,2,1,0,1,7,140
37,4.2,4.6105980334862275,1863375.0,22.0,5.0,5,2,0,1,2,150
36,4.8,4.469157679084987,1872010.0,23.0,6.0,3,2,0,0,11,100
29,4.9,10.724517748046026,1861935.0,19.0,6.0,4,1,0,1,10,45
30,4.4,16.720605641529577,1843215.0,22.0,5.0,4,2,2,1,5,175
32,5.0,10.60258238247256,1851855.0,21.0,6.0,5,1,0,1,3,215
21,4.8,10.724879289478304,1857610.0,22.0,2.0,1,2,0,0,1,65
24,4.2,20.180911382710004,1861935.0,18.0,6.0,3,3,1,1,6,175
28,4.9,12.099390766641623,1867690.0,19.0,2.0,0,1,0,1,3,125
39,4.9,17.29786575291325,1910885.0,22.0,0.0,1,2,0,0,12,105
21,5.0,12.072385194581402,1873445.0,22.0,5.0,2,2,1,0,7,55
24,4.8,19.760743726313585,1882085.0,19.0,6.0,4,3,0,1,6,185
35,4.8,4.579067429409076,1912330.0,17.0,6.0,5,3,1,1,8,145
25,4.5,12.106168623850316,1910895.0,23.0,0.0,2,2,0,1,6,100
20,5.0,10.42732189063304,1864815.0,19.0,4.0,0,3,0,1,14,110
23,4.7,10.881199561003374,1879210.0,20.0,1.0,3,1,1,1,2,155
28,4.7,17.09752492719776,1840330.0,23.0,0.0,4,2,1,1,3,125
31,4.8,10.565155904264532,1882090.0,21.0,6.0,0,1,0,1,10,22
28,4.5,10.42729940099495,1846085.0,18.0,3.0,0,3,1,0,11,80
20,3.9,8.790360138254623,1915205.0,20.0,4.0,0,1,0,1,3,270
26,4.9,19.36427479298585,1864815.0,21.0,4.0,1,1,1,1,12,110
34,4.6,1.572533729286321,1912335.0,10.0,6.0,2,2,1,1,4,130
24,4.8,1.5323350156090414,1877775.0,12.0,2.0,2,0,0,1,5,50
35,4.8,14.022476786450992,1840335.0,20.0,0.0,3,1,0,1,0,215
31,4.7,4.537571350180709,1838895.0,19.0,1.0,0,1,2,0,5,95
20,4.7,12.10874543093355,1905135.0,22.0,4.0,0,2,0,0,12,140
32,4.0,1.5126165219141463,1886405.0,10.0,3.0,1,2,0,1,6,155
25,4.7,4.530419436025598,1915215.0,17.0,4.0,0,3,1,1,3,95
29,5.0,4.544208221887867,1863375.0,20.0,5.0,2,1,0,0,2,100
20,4.8,7.450285845946469,1853295.0,20.0,5.0,2,1,1,1,14,70
23,4.7,20.851771383105145,1870570.0,21.0,0.0,4,1,0,1,0,210
33,5.0,13.61234086526969,1857615.0,17.0,2.0,0,3,1,1,0,125
24,4.8,17.13802247711509,1873450.0,21.0,5.0,0,1,0,1,7,80
25,4.8,9.181151801248024,1856175.0,17.0,3.0,4,3,0,1,7,110
31,4.4,19.914686965545187,1884965.0,22.0,4.0,3,2,1,1,14,185
38,4.8,6.217824017922212,1860485.0,17.0,0.0,0,3,2,1,2,85
22,4.6,16.15154834485934,1913775.0,21.0,5.0,0,1,0,0,5,75
35,4.7,1.5204186010643506,1844650.0,10.0,4.0,0,2,2,1,12,60
34,3.8,16.720582121841456,1864815.0,22.0,4.0,3,2,1,1,7,195
20,4.8,13.969760212954796,1879205.0,22.0,1.0,0,2,1,1,14,140
29,4.6,1.572533729286321,1883535.0,8.0,5.0,3,2,0,1,14,80
20,3.5,4.544264509631538,1850415.0,21.0,0.0,0,1,0,2,11,250
30,4.2,12.463883024166657,1887850.0,19.0,2.0,3,1,1,1,13,245
24,4.4,4.717601092054723,1863365.0,20.0,5.0,0,1,0,1,4,245
35,4.0,16.47610920349918,1908015.0,21.0,2.0,4,1,1,1,12,175
28,4.8,1.5581244322254744,1886415.0,9.0,3.0,5,2,1,1,5,90
22,5.0,7.5628176900723,1877765.0,20.0,2.0,0,1,1,0,10,11
23,4.8,10.905970180191666,1846090.0,20.0,3.0,3,1,0,0,1,165
32,4.3,1.572533729286321,1880645.0,9.0,0.0,1,2,0,1,11,140
22,4.9,3.064627592336888,1877775.0,8.0,2.0,4,2,1,1,7,80
34,4.6,9.055525276451307,1863375.0,20.0,5.0,3,1,0,1,5,145
30,4.7,1.5125158890828319,1863375.0,11.0,5.0,4,0,0,1,5,130
20,4.8,6.058876303739157,1847530.0,16.0,2.0,1,3,0,0,0,70
20,5.0,12.16161548161981,1887855.0,20.0,2.0,5,1,0,1,8,180
39,4.6,4.395007361329002,1906570.0,23.0,3.0,5,2,1,1,15,120
27,4.7,3.0186634483528856,1886410.0,8.0,3.0,2,2,1,1,2,55
35,4.8,2.9796333006391293,1874895.0,9.0,4.0,1,2,2,1,8,135
24,4.8,19.915585713443292,1837450.0,19.0,2.0,5,1,0,1,8,130
25,4.9,9.059783744525319,1906575.0,18.0,3.0,0,3,0,1,3,85
28,4.8,6.128804224238059,1883535.0,16.0,5.0,4,3,0,1,5,70
33,4.6,12.237791615217148,1851850.0,22.0,6.0,3,2,1,1,4,150
35,4.9,7.448363764234237,1850405.0,23.0,0.0,2,2,1,3,13,105
30,4.9,10.865882927764757,1837455.0,21.0,2.0,1,1,0,1,5,175
31,4.9,9.314862687658115,1889295.0,23.0,1.0,4,2,0,1,12,145
31,4.8,13.972131143083212,1867685.0,17.0,2.0,5,3,1,1,5,105
24,4.7,3.145067434621583,1915205.0,10.0,4.0,5,2,1,1,0,80
33,5.0,3.0589686156370437,1886405.0,9.0,3.0,2,2,1,3,1,120
39,4.6,16.610926485281333,1910895.0,18.0,0.0,0,3,1,1,2,90
37,4.5,8.952548604467738,1915205.0,22.0,4.0,1,2,0,1,9,120
26,4.8,4.469620875558295,1889290.0,18.0,1.0,4,3,0,0,2,105
35,4.4,7.546670729116101,1853285.0,18.0,5.0,2,3,0,0,0,160
29,4.8,1.5136457231088551,1906565.0,11.0,3.0,2,2,1,1,13,70
24,4.8,1.5322015943257514,1863375.0,10.0,5.0,0,2,0,0,0,95
25,4.9,19.3626986679347,1837450.0,17.0,2.0,2,3,2,0,1,135
20,4.5,6.127106344248052,1856175.0,13.0,3.0,2,0,0,1,14,105
28,5.0,10.642283429605715,1882085.0,23.0,6.0,5,2,1,1,15,65
29,5.0,1.5092307910796248,1880655.0,10.0,0.0,0,2,0,1,6,105
37,4.8,3.018841258628892,1847535.0,9.0,2.0,1,2,0,0,14,135
30,4.8,1.5135833475075773,1906565.0,10.0,3.0,2,2,2,1,3,140
23,5.0,14.02184017066065,1873455.0,17.0,5.0,4,3,1,0,9,170
36,4.5,10.25474683046606,1913770.0,22.0,5.0,5,2,0,1,1,90
39,4.5,13.830016226508704,1887845.0,0.0,2.0,4,2,0,1,1,185
28,4.9,7.7631971453288875,1877770.0,17.0,2.0,5,3,0,1,12,65
32,4.8,1.5302997807730145,1841765.0,8.0,6.0,4,2,1,1,4,90
38,4.9,9.220449825751995,1889295.0,18.0,1.0,2,3,0,1,6,155
32,4.7,14.15280068944862,1913775.0,18.0,5.0,2,3,1,1,2,120
35,4.8,20.205786629218007,1848975.0,19.0,1.0,4,1,1,1,13,210
33,4.8,9.081488351333997,1906570.0,22.0,3.0,0,2,0,0,11,105
27,4.9,19.976712110350487,1848965.0,20.0,1.0,2,1,0,1,6,160
28,4.9,10.587929946825927,1879215.0,20.0,1.0,2,1,1,1,14,85
27,4.6,6.210030477135088,1838885.0,15.0,1.0,3,3,0,1,15,110
23,5.0,10.867908640310418,1873450.0,21.0,5.0,5,1,2,1,2,135
37,4.2,12.463888116757749,1837455.0,22.0,2.0,1,1,1,0,4,185
36,4.9,9.313705947300656,1869125.0,18.0,1.0,0,3,0,0,13,120
32,4.9,12.580267822400963,1905125.0,21.0,4.0,4,1,0,1,10,47
38,4.8,9.056109430302039,1856165.0,23.0,3.0,0,2,0,1,15,85
